Employee ID,Age,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRotation,FeedbackFromManager,Mentoring,Autonomy,JobRole,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,Tools,TotalWorkingYears,Training,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Performance
37984,44,Research & Development,10,4,4,Male,3,2,3,H,Y,Y,Customercare Representative,6465,2,Yes,13,4,H,9,Y,4,4,2,1,3,84
38018,30,Human Resources,23,3,3,Male,3,2,4,H,N,Y,Human Resources,6347,0,Yes,19,4,H,12,Y,1,11,9,4,7,65
38096,28,Production,15,3,3,Male,2,1,2,L,Y,N,Machinists,2028,5,Yes,14,2,L,6,N,3,4,2,0,3,30
38391,41,Sales,16,3,4,Male,3,3,3,L,N,Y,Sales Executive,9241,1,No,12,2,L,10,Y,3,10,8,8,7,76
38429,48,Research & Development,6,4,1,Male,4,4,2,H,Y,Y,Manager,16885,2,No,22,3,L,27,Y,2,5,4,2,1,62
38450,34,Research & Development,14,1,1,Female,2,1,1,H,Y,N,Research and Design Specialists,2029,9,No,20,3,H,5,N,3,5,4,0,0,47
38520,30,Sales,4,4,4,Female,3,2,2,L,Y,Y,Sales Executive,4779,7,No,14,2,H,8,Y,3,3,2,0,2,70
38556,28,Research & Development,17,3,3,Male,3,1,1,L,N,N,Research and Design Specialists,2713,1,No,11,3,L,5,N,1,5,2,0,2,28
38562,18,Sales,9,3,2,Male,3,1,1,L,N,N,Sales Representative,1878,1,Yes,14,4,L,0,N,3,0,0,0,0,39
38588,32,Sales,8,4,2,Male,2,1,2,L,Y,Y,Sales Representative,2269,4,No,14,2,L,3,Y,3,2,2,2,2,72
38638,37,Sales,11,4,4,Male,2,2,1,H,Y,Y,Sales Executive,6334,4,No,19,4,L,9,Y,3,1,0,0,0,56
38656,33,Research & Development,18,3,1,Male,3,1,1,L,N,N,Research and Design Specialists,3348,8,Yes,11,1,L,10,N,3,10,8,9,7,37
38791,50,Production,25,3,1,Male,4,4,4,L,N,Y,Production Supervisors,6784,2,No,18,2,H,5,N,3,6,3,1,7,34
38796,37,Sales,5,4,3,Male,3,2,1,H,N,Y,Sales Executive,6502,4,No,14,2,L,7,Y,4,5,4,0,1,56
38917,34,Research & Development,5,4,4,Male,2,2,2,L,N,Y,Customercare Representative,5063,9,No,14,2,H,8,Y,2,8,2,7,7,52
38928,32,Production,15,4,4,Female,3,1,2,L,N,N,Machinists,4025,5,No,12,2,L,10,N,3,8,7,7,7,24
38992,46,Research & Development,18,4,3,Male,3,5,2,L,Y,N,Research Director,19328,1,Yes,17,3,H,24,Y,3,2,1,2,2,60
39204,34,Human Resources,7,2,3,Male,3,1,2,H,Y,Y,Human Resources,3737,9,No,19,3,L,4,Y,1,3,2,0,2,57
39224,31,Sales,16,1,2,Male,3,2,2,H,N,N,Sales Executive,6582,4,Yes,13,3,H,10,Y,4,6,5,0,5,72
39353,59,Human Resources,7,2,2,Male,3,1,4,H,N,Y,Human Resources,2267,8,No,17,4,H,7,Y,2,2,2,2,2,67
39490,26,IT_Support,9,1,4,Male,4,3,3,L,N,N,Sales Executive,NA,7,No,19,1,L,7,N,1,3,5,1,6,69
39582,53,Finance,4,4,1,Female,2,3,2,L,Y,Y,Accountant,8670,3,Yes,19,3,L,6,Y,2,3,3,3,5,78
39585,38,Research & Development,1,4,4,Male,3,2,1,H,N,Y,Customercare Representative,5745,9,No,14,2,L,10,Y,3,2,2,1,2,55
39588,34,Finance,10,3,1,Male,2,2,2,L,Y,Y,Accountant,8175,2,No,20,1,H,8,N,1,9,5,3,6,61
39697,46,Finance,1,4,1,Female,2,2,1,L,N,N,Accountant,9246,9,Yes,16,2,H,7,N,1,2,3,2,7,26
39736,37,Finance,2,3,2,Female,3,2,2,L,Y,Y,Accountant,8861,2,No,19,2,L,5,Y,3,5,2,2,2,80
39928,47,Sales,21,2,4,Female,3,2,2,H,Y,Y,Sales Executive,4163,5,Yes,17,3,L,9,Y,3,9,0,0,7,68
39973,22,Production,6,1,3,Male,3,1,2,L,Y,N,Machinists,2523,0,No,14,3,L,3,N,3,2,1,2,1,44
39982,38,Finance,14,3,1,Female,3,2,2,L,Y,N,Accountant,8702,3,Yes,20,3,H,7,Y,1,2,4,1,4,61
40057,29,Research & Development,19,3,1,Female,3,1,3,L,Y,Y,Research and Design Specialists,3760,4,No,15,1,L,3,Y,3,3,2,1,2,75
40064,28,Research & Development,14,3,4,Female,3,3,2,L,Y,Y,Manufacturing Director,7655,7,No,17,2,L,10,Y,2,9,7,1,7,62
40109,48,Finance,19,4,1,Male,2,2,2,L,Y,Y,Accountant,8138,5,No,18,1,L,6,N,2,7,2,3,6,79
40149,50,Research & Development,10,1,1,Male,3,5,4,H,N,Y,Research Director,19144,3,No,14,1,H,28,Y,2,10,4,1,6,80
40159,54,Research & Development,1,4,1,Female,3,3,2,H,N,N,Research Director,13549,9,No,12,1,H,16,Y,1,4,3,0,3,61
40162,35,Finance,21,4,1,Female,3,3,3,L,Y,Y,Accountant,8492,8,Yes,17,4,L,5,Y,3,3,6,1,6,57
40211,31,Sales,15,3,4,Male,3,2,1,H,N,Y,Sales Executive,7547,4,No,12,4,L,13,Y,3,7,7,1,7,56
40276,26,Production,23,2,1,Female,1,1,3,H,N,Y,Machinists,4364,5,No,14,1,H,5,Y,3,2,2,2,0,87
40287,26,IT_Support,9,3,2,Male,4,3,2,H,Y,Y,IT specialists,5171,3,No,15,1,H,5,Y,1,8,7,1,6,68
40356,36,Sales,9,1,3,Male,2,3,2,L,N,Y,Sales Executive,10325,2,Yes,11,1,L,16,N,3,16,7,3,7,49
40416,58,Research & Development,1,3,4,Male,3,1,2,H,N,N,Research and Design Specialists,2479,4,No,24,1,L,7,N,3,1,0,0,0,41
40457,34,Production,24,3,1,Male,3,4,2,L,N,Y,Production Supervisors,7241,9,Yes,17,1,L,8,Y,3,7,5,1,5,33
40572,49,Production,7,2,1,Male,2,2,1,H,Y,N,Machinists,4284,2,No,20,1,L,20,N,3,4,3,1,3,15
40575,35,Sales,25,3,3,Male,3,3,1,H,N,Y,Sales Executive,8020,0,No,15,3,L,12,Y,2,11,9,6,9,58
40579,31,Research & Development,20,4,3,Male,3,1,4,H,Y,N,Research and Design Specialists,4821,0,Yes,12,3,H,6,Y,3,5,2,0,3,63
40689,38,Research & Development,16,4,4,Male,3,2,2,L,N,Y,Manufacturing Director,6553,9,No,14,2,L,14,N,3,1,0,0,0,49
40736,50,Research & Development,22,2,2,Female,2,5,4,H,Y,Y,Research Director,18740,5,Yes,12,4,L,29,Y,2,27,3,13,8,60
40799,29,Sales,23,3,2,Female,2,1,2,H,N,N,Sales Representative,2800,9,Yes,19,3,L,5,N,3,3,2,0,2,49
40814,44,Finance,20,3,2,Female,3,3,2,L,Y,Y,Accountant,9970,6,No,17,1,L,6,Y,1,9,5,1,5,82
40855,40,Sales,3,2,2,Female,3,2,2,L,Y,N,Sales Executive,5677,1,No,14,3,L,15,Y,3,11,8,5,10,78
41087,38,Human Resources,2,3,3,Male,4,1,2,L,Y,N,Human Resources,2844,3,No,13,4,L,7,N,4,7,6,5,0,49
41162,31,Sales,12,3,3,Female,2,1,2,L,N,N,Customercare Representative,2785,1,No,14,3,H,3,N,4,1,0,0,0,49
41215,30,Research & Development,14,3,3,Male,3,1,1,H,Y,Y,Research and Design Specialists,1274,2,No,13,2,H,1,Y,2,1,0,0,0,51
41266,26,Research & Development,21,2,1,Male,3,2,2,H,N,Y,Customercare Representative,4741,1,Yes,13,3,H,5,Y,3,5,3,3,3,66
41432,22,Production,24,2,4,Male,4,1,2,H,N,Y,Machinists,2935,1,Yes,13,2,L,1,Y,2,1,0,0,0,52
41543,33,Research & Development,13,4,4,Male,4,1,2,L,N,Y,Research and Design Specialists,3143,6,No,19,2,H,14,Y,3,10,8,7,6,60
41566,27,Production,2,5,1,Male,1,1,2,L,Y,Y,Machinists,4621,2,No,19,4,L,3,Y,3,3,2,1,2,57
41610,31,Human Resources,5,3,1,Male,2,2,2,H,N,Y,Human Resources,6410,3,No,12,4,H,9,Y,3,2,2,1,0,68
41645,38,Sales,7,2,2,Male,4,3,1,H,Y,N,IT specialists,6097,7,Yes,18,4,H,7,Y,2,3,4,1,2,75
41662,29,Finance,19,3,1,Male,3,2,2,L,N,Y,Accountant,9112,3,No,,4,H,8,Y,2,8,6,3,5,40
41723,50,Finance,19,3,1,Male,3,2,1,L,Y,Y,Accountant,9101,5,Yes,20,4,L,7,Y,2,5,5,2,6,77
41735,36,Production,17,4,3,Female,4,1,1,L,N,N,Machinists,2743,4,No,16,3,L,18,N,3,17,13,15,14,26
41742,51,Production,24,2,2,Female,2,1,4,H,N,Y,Machinists,2838,4,No,14,2,L,8,Y,2,7,0,7,7,79
41847,38,Research & Development,4,2,4,Female,2,3,4,L,N,Y,Manufacturing Director,7756,8,Yes,19,4,L,10,Y,4,5,4,0,2,65
41908,34,Sales,24,3,4,Male,3,2,2,L,N,Y,Sales Executive,4001,7,Yes,14,3,L,15,Y,3,15,14,0,7,61
41982,31,Research & Development,2,4,3,Female,3,3,2,H,Y,Y,Manufacturing Director,7143,1,Yes,14,3,L,11,Y,2,11,9,4,10,60
42042,42,Production,18,3,2,Male,3,1,2,L,N,Y,Machinists,2766,9,No,22,2,L,7,Y,2,5,3,0,4,60
42142,32,Sales,17,2,3,Female,3,1,2,H,N,Y,Sales Representative,3931,2,No,11,1,L,6,Y,3,4,3,1,2,53
42182,33,Finance,15,3,1,Female,2,2,3,H,Y,Y,Accountant,6253,7,No,15,2,H,6,Y,2,7,2,1,6,69
42249,38,Sales,14,4,3,Male,2,3,2,L,Y,Y,Sales Executive,8740,7,Yes,14,2,H,9,Y,3,8,7,2,7,73
42308,44,Finance,15,3,1,Female,2,3,1,L,Y,Y,Accountant,8160,9,Yes,19,3,L,5,N,3,3,2,1,2,68
42310,45,Sales,19,2,2,Male,1,2,2,H,N,Y,Customercare Representative,6632,3,No,13,1,L,9,Y,3,8,7,3,1,54
42353,28,Finance,8,4,2,Female,2,3,2,L,Y,Y,Accountant,8146,8,Yes,19,2,H,8,Y,3,8,2,3,6,55
42387,37,Research & Development,12,1,3,Male,3,1,2,L,N,Y,Research and Design Specialists,2996,1,Yes,15,4,H,8,Y,3,6,4,1,3,59
42477,30,Research & Development,15,3,1,Female,3,3,2,L,N,Y,Manufacturing Director,9667,4,No,14,2,H,9,Y,3,7,7,0,2,66
42485,34,Research & Development,4,4,1,Male,3,1,1,L,N,N,Research and Design Specialists,2972,4,No,13,3,H,1,N,1,1,0,0,0,47
42524,22,Research & Development,10,2,2,Female,2,1,2,L,Y,N,Research and Design Specialists,2814,8,Yes,14,2,L,4,N,2,4,2,1,3,49
42628,56,Human Resources,10,4,4,Male,3,5,2,H,N,Y,Manager,19717,8,No,14,1,L,36,Y,3,7,3,7,7,62
42639,19,Production,10,1,2,Female,3,1,2,L,N,N,Machinists,1483,1,No,14,4,L,1,N,3,1,0,0,0,43
42650,31,Research & Development,18,1,4,Female,3,2,1,L,Y,N,Manufacturing Director,5238,2,No,20,4,L,9,N,2,5,4,1,4,34
42688,36,Research & Development,1,1,3,Male,3,2,2,L,Y,Y,Customercare Representative,6586,5,Yes,17,1,L,17,Y,2,16,8,4,11,61
42719,27,Research & Development,9,3,2,Male,4,2,4,L,Y,Y,Manufacturing Director,6142,8,Yes,20,2,L,6,Y,3,6,2,0,3,64
42772,29,Research & Development,22,5,3,Female,2,1,2,L,N,N,Research and Design Specialists,2546,5,No,16,2,L,6,N,4,2,2,1,1,7
42833,31,Research & Development,8,4,3,Male,3,1,3,H,N,N,Research and Design Specialists,2695,0,Yes,18,2,H,3,Y,1,2,2,2,2,75
42939,31,Sales,15,3,3,Male,2,3,4,H,N,Y,Manager,11557,9,No,21,3,H,10,Y,2,5,4,0,1,67
42978,44,Research & Development,4,3,3,Female,4,3,4,L,N,Y,Customercare Representative,7879,6,Yes,19,2,L,9,Y,3,8,7,6,7,63
42996,20,Production,15,3,1,Male,3,1,2,L,N,N,Machinists,2973,8,No,19,2,L,1,N,3,1,0,0,0,44
43067,47,Sales,25,3,4,Female,3,4,2,H,N,Y,Sales Executive,13770,2,Yes,12,4,L,28,Y,2,22,2,11,13,53
43223,26,Sales,14,3,3,Male,3,2,2,L,N,N,Sales Executive,4684,9,No,13,1,H,5,N,3,5,3,1,2,48
43578,58,Research & Development,19,4,1,Male,3,4,1,L,N,Y,Research Director,15787,6,Yes,14,2,H,23,Y,3,2,2,2,2,55
43657,32,Finance,16,4,1,Male,3,2,2,L,N,Y,Accountant,8059,3,No,17,4,H,9,Y,3,7,5,2,7,25
43679,49,Research & Development,4,1,3,Male,2,2,4,H,N,Y,Research and Design Specialists,5130,1,No,23,4,H,10,Y,3,10,7,1,7,79
43704,46,Sales,25,3,3,Female,3,4,4,H,N,Y,Manager,17048,3,No,23,1,H,28,Y,3,26,15,15,9,79
43824,43,Finance,9,3,1,Male,2,3,2,L,Y,Y,Accountant,8576,2,No,20,3,L,10,N,2,10,3,3,7,85
43891,32,Research & Development,5,2,4,Female,2,2,4,L,Y,Y,Research and Design Specialists,5878,2,No,12,1,H,12,Y,3,7,1,2,5,74
44110,52,Research & Development,7,4,3,Male,2,5,3,H,Y,Y,Manager,19999,0,No,14,1,H,34,Y,3,33,18,11,9,81
44117,27,Research & Development,4,2,3,Female,3,3,3,H,N,N,Manufacturing Director,7412,,,,,,,Y,3,9,7,0,7,75
44127,37,Research & Development,11,3,3,Female,4,3,1,L,Y,Y,Research Director,13744,7,Yes,25,1,L,16,Y,3,16,11,6,8,56
44136,38,Research & Development,20,3,3,Female,3,2,2,H,N,Y,Customercare Representative,9824,9,No,19,3,L,18,Y,3,1,0,0,0,52
44141,50,Research & Development,1,4,2,Male,3,5,2,L,Y,Y,Research Director,19237,2,Yes,11,4,H,29,Y,2,8,1,7,7,78
44159,23,Research & Development,2,2,4,Male,3,1,2,H,N,Y,Research and Design Specialists,1223,1,No,22,4,L,1,Y,3,1,0,0,1,72
44193,31,Sales,19,4,1,Male,3,2,1,L,N,N,Sales Executive,5617,2,Yes,11,3,H,10,N,3,10,7,0,8,23
44243,44,Sales,19,5,1,Female,3,2,1,H,Y,Y,Sales Executive,4768,2,No,12,3,H,11,Y,2,1,0,0,0,51
44266,29,Production,9,2,4,Female,2,2,1,L,N,Y,Machinists,4193,0,Yes,12,4,L,10,N,3,9,5,0,8,40
44299,29,Research & Development,3,4,4,Female,2,1,2,L,N,N,Research and Design Specialists,3785,9,No,14,2,L,5,N,1,5,4,0,4,44
44416,51,Production,13,3,2,Male,3,4,4,L,N,N,Production Supervisors,5737,8,No,18,3,L,6,Y,2,2,5,2,5,36
44582,34,Production,1,3,2,Male,3,2,1,L,N,N,Machinists,5429,5,No,13,1,H,10,N,3,8,7,7,7,47
44598,46,Sales,18,3,3,Male,3,3,2,L,Y,Y,Sales Executive,10368,9,Yes,12,2,L,13,Y,2,10,6,0,3,61
44670,30,Sales,19,4,3,Female,2,2,1,L,Y,N,Sales Executive,6696,5,No,15,3,L,9,N,2,6,3,0,1,26
44722,51,Finance,2,3,2,Male,3,2,2,L,N,N,Accountant,9560,8,No,15,4,H,5,Y,1,10,7,3,2,38
44749,50,Sales,22,4,2,Male,3,2,2,L,N,Y,Sales Executive,6728,5,No,12,4,L,12,N,3,6,3,0,1,46
44779,42,Sales,14,4,2,Male,3,2,2,H,N,Y,Sales Executive,5155,1,No,13,4,L,9,Y,4,6,4,1,5,62
44860,36,Research & Development,4,3,3,Female,3,2,2,H,Y,Y,Manufacturing Director,5228,8,No,15,1,L,10,Y,3,9,7,0,5,60
44948,27,Sales,1,1,3,Male,3,2,2,H,N,Y,Sales Executive,4342,7,No,19,2,L,5,Y,3,4,2,1,1,53
45009,25,Finance,7,4,1,Male,3,3,4,H,Y,Y,Accountant,9768,1,Yes,16,4,L,8,Y,1,7,2,1,7,85
45087,31,Finance,19,4,1,Male,3,2,1,L,Y,Y,Accountant,8585,6,No,17,1,L,5,Y,1,2,4,1,6,52
45294,36,Human Resources,23,3,3,Male,3,1,2,H,Y,Y,Human Resources,2143,2,No,13,2,L,8,Y,3,5,2,0,4,54
45424,57,Research & Development,18,2,3,Male,4,3,2,H,N,Y,Customercare Representative,9439,3,Yes,16,2,L,12,Y,1,5,3,1,4,54
45428,28,Research & Development,16,3,3,Female,3,2,3,L,Y,Y,Research and Design Specialists,3660,3,No,13,4,H,10,Y,4,8,7,1,7,71
45470,43,Research & Development,12,3,1,Male,3,1,3,L,Y,Y,Research and Design Specialists,2438,3,No,13,3,H,7,Y,2,3,2,1,2,76
45605,29,IT_Support,8,3,2,Female,3,5,2,L,Y,Y,IT specialists,9224,4,No,17,1,H,7,Y,2,8,2,1,4,78
45619,40,Research & Development,18,2,3,Female,2,2,2,L,Y,Y,Research and Design Specialists,4422,7,Yes,13,4,L,16,Y,1,1,1,0,0,59
45635,34,Sales,4,4,4,Male,3,3,2,L,N,N,Sales Executive,8628,7,No,18,3,L,9,N,2,8,7,1,1,48
45701,39,Research & Development,21,3,4,Female,3,3,2,H,N,Y,Manufacturing Director,10880,1,Yes,13,3,L,21,N,3,21,6,2,8,46
45888,35,Sales,7,2,1,Male,1,2,1,L,Y,N,Sales Executive,5440,9,Yes,14,4,L,7,N,2,2,2,2,2,40
46103,27,Research & Development,9,3,3,Male,2,1,1,H,N,Y,Research and Design Specialists,2566,1,Yes,15,4,L,1,Y,2,1,1,0,1,55
46124,33,Research & Development,17,4,4,Female,3,3,2,H,N,Y,Manager,11878,6,No,11,2,H,12,Y,3,10,6,8,8,72
46232,18,Research & Development,16,3,2,Female,3,1,2,L,Y,N,Research and Design Specialists,1514,9,No,16,3,H,0,Y,1,0,0,0,0,50
46233,30,Human Resources,15,3,3,Male,3,1,2,H,Y,Y,Human Resources,2064,2,No,21,1,H,6,Y,4,5,3,1,3,59
46319,45,Production,11,3,2,Male,3,2,1,H,N,Y,Machinists,2348,8,No,18,3,L,20,Y,1,17,9,0,15,51
46322,40,Production,1,3,1,Male,3,1,2,L,N,Y,Machinists,2166,6,Yes,14,2,L,10,Y,1,4,2,0,3,57
46339,30,IT_Support,2,3,2,Female,3,1,3,L,Y,Y,IT specialists,6985,6,No,15,3,L,5,Y,1,5,5,2,7,73
46351,43,Sales,9,3,4,Female,3,4,1,L,N,Y,Manager,16064,5,Yes,22,3,L,22,N,3,17,13,1,9,34
46367,49,Research & Development,23,4,4,Male,2,5,2,L,N,N,Research Director,19502,5,Yes,17,3,L,31,N,3,31,9,0,9,46
46466,40,Research & Development,19,3,2,Female,3,2,2,L,N,N,Customercare Representative,4448,6,No,12,2,H,15,N,3,7,4,7,7,49
46473,41,Research & Development,5,4,1,Female,2,4,1,L,N,Y,Manufacturing Director,13570,4,No,23,3,H,21,N,3,20,7,0,10,31
46519,28,Finance,17,4,2,Female,2,3,1,H,Y,Y,Accountant,9471,2,Yes,15,2,L,6,Y,1,5,5,2,2,78
46547,45,Production,8,2,3,Male,3,2,2,L,Y,Y,Machinists,4447,8,No,12,2,L,9,Y,2,9,7,0,8,52
46628,30,IT_Support,6,4,2,Female,2,2,2,L,Y,Y,IT specialists,6026,1,Yes,18,1,L,6,Y,2,8,5,2,7,62
46737,37,Production,10,3,3,Female,3,1,4,H,N,Y,Machinists,3452,6,No,20,2,H,17,Y,3,5,4,0,3,63
46772,33,Research & Development,11,3,1,Male,3,1,2,L,N,Y,Research and Design Specialists,2781,1,No,13,2,L,15,Y,3,14,10,4,10,59
46895,43,Research & Development,21,4,2,Male,2,4,2,H,N,Y,Research Director,16627,5,Yes,14,3,L,21,Y,2,1,0,0,0,60
46896,39,Research & Development,25,1,3,Male,3,3,1,L,N,Y,Research Director,13464,6,No,21,3,H,9,Y,3,4,3,2,2,55
47051,30,Sales,10,5,3,Male,3,2,1,L,N,N,Sales Executive,5304,6,No,23,4,L,10,N,2,8,7,7,7,47
47079,55,Finance,11,4,1,Male,2,3,1,L,Y,Y,Accountant,8117,6,Yes,15,3,L,5,Y,2,6,6,3,2,58
47117,51,Finance,4,3,2,Female,3,3,2,H,Y,Y,Accountant,8694,2,Yes,16,1,L,10,Y,3,6,5,3,7,85
47130,31,Production,1,4,4,Male,3,2,1,L,Y,N,Machinists,5915,3,No,22,4,L,10,Y,2,7,7,1,7,33
47141,34,Research & Development,23,3,3,Female,2,3,1,H,Y,Y,Manager,11631,2,No,12,4,H,14,Y,3,11,10,5,8,62
47172,30,Research & Development,8,3,3,Male,3,2,2,H,N,Y,Manufacturing Director,9957,9,No,15,3,L,7,N,2,6,2,0,2,45
47215,47,Research & Development,8,2,1,Female,3,2,2,L,N,N,Manufacturing Director,5070,5,No,13,3,L,20,N,3,5,0,0,4,41
47252,29,Finance,10,4,2,Female,2,2,4,L,N,Y,Accountant,8270,2,Yes,16,1,H,8,N,1,9,5,3,7,43
47286,27,Sales,7,3,4,Female,2,2,2,L,N,N,Sales Executive,5769,8,Yes,11,4,H,6,Y,3,6,2,4,4,50
47380,50,Research & Development,7,5,4,Female,2,3,1,L,Y,Y,Research Director,13269,7,No,15,3,L,19,N,3,14,11,1,11,38
47556,34,Research & Development,21,4,4,Male,3,1,2,H,N,Y,Research and Design Specialists,2996,4,No,14,3,H,10,Y,3,4,3,1,3,73
47604,48,Research & Development,9,3,4,Male,2,5,2,L,Y,Y,Research Director,19665,3,No,12,4,H,29,Y,3,22,10,12,9,78
47680,48,Sales,15,5,2,Female,3,2,4,H,N,Y,Sales Executive,4051,2,No,14,1,H,14,Y,3,9,7,6,7,64
47942,36,Research & Development,7,4,1,Male,3,2,2,H,Y,Y,Manufacturing Director,7779,4,No,20,1,L,18,Y,3,11,9,0,9,59
47990,44,Research & Development,12,1,2,Male,3,3,2,L,N,Y,Manufacturing Director,10209,6,Yes,18,2,H,16,Y,2,2,2,2,2,66
48160,32,Sales,24,1,3,Female,3,1,2,H,N,N,Sales Representative,2827,1,No,12,3,L,1,N,3,1,0,0,0,49
48217,42,Research & Development,19,4,3,Male,3,1,1,L,N,N,Research and Design Specialists,2936,2,No,22,2,H,10,Y,2,6,3,3,3,58
48238,55,Sales,9,3,1,Male,4,2,3,L,Y,Y,IT specialists,6996,9,Yes,19,3,H,10,Y,3,5,4,1,5,84
48297,54,Research & Development,13,2,1,Female,3,2,1,L,Y,Y,Research and Design Specialists,2897,5,No,11,3,L,9,Y,2,4,3,2,3,51
48316,33,Sales,24,3,4,Female,3,2,2,L,N,Y,Sales Executive,5147,3,No,15,4,L,13,Y,2,11,7,1,7,73
48370,44,Research & Development,12,4,2,Male,4,2,3,L,Y,Y,Customercare Representative,5033,8,No,15,4,H,10,Y,3,2,0,2,2,71
48577,37,Research & Development,6,4,3,Male,3,2,2,H,N,Y,Manufacturing Director,4197,2,Yes,12,4,L,18,Y,2,1,0,0,1,60
48813,28,Production,7,3,3,Male,2,1,1,L,N,N,Machinists,2367,6,No,12,1,H,6,N,2,4,1,0,3,18
48866,58,Research & Development,14,4,3,Female,2,3,2,L,N,Y,Manufacturing Director,10008,2,Yes,14,4,L,31,Y,2,10,9,5,9,59
48877,45,Sales,17,4,2,Female,2,2,1,L,Y,Y,Sales Executive,5593,4,No,13,4,L,15,Y,3,15,10,4,12,55
48923,28,Research & Development,18,3,3,Male,2,1,4,H,Y,Y,Research and Design Specialists,2703,8,Yes,14,4,L,3,Y,3,3,1,0,2,67
49036,45,Sales,7,3,1,Male,2,2,2,L,N,N,Sales Executive,4385,9,No,15,1,L,10,N,3,10,7,4,5,41
49089,37,Production,25,3,1,Male,3,1,1,L,N,Y,Production Supervisors,6698,5,No,18,4,L,5,Y,3,6,6,1,4,38
49181,36,Sales,2,4,1,Male,3,2,1,L,Y,Y,Sales Executive,5079,5,No,13,4,L,12,Y,3,7,7,0,7,51
49192,35,Sales,21,3,4,Male,2,3,2,L,Y,Y,Sales Executive,10306,9,No,17,3,L,15,Y,3,13,12,6,0,54
49207,28,Finance,19,3,2,Male,3,2,1,L,Y,Y,Accountant,8631,1,Yes,17,3,L,10,N,1,5,5,3,4,59
49208,43,Sales,9,4,4,Female,2,3,2,H,N,Y,Sales Executive,10231,4,No,14,4,L,23,Y,4,21,7,15,17,73
49252,30,Research & Development,3,3,4,Male,3,1,2,L,N,N,Research and Design Specialists,3579,2,Yes,21,1,H,12,N,3,11,9,5,7,49
49353,36,Research & Development,3,4,4,Female,3,3,4,L,N,Y,Customercare Representative,7094,6,No,12,1,L,10,Y,3,7,7,1,7,65
49402,35,Research & Development,7,3,3,Male,3,3,2,H,Y,Y,Manufacturing Director,10221,9,No,21,2,L,17,Y,4,8,5,1,6,59
49494,43,Research & Development,15,3,3,Male,1,5,2,H,N,Y,Research Director,19740,3,No,14,2,L,25,Y,3,,,,,66
49583,28,Production,14,4,3,Male,3,1,2,L,N,N,Machinists,3441,1,Yes,13,3,L,2,N,2,2,2,2,2,46
49618,51,Research & Development,5,3,4,Male,1,2,4,H,N,Y,Manufacturing Director,5482,5,No,18,4,H,13,Y,3,4,1,1,2,74
49647,51,Finance,23,3,1,Male,2,3,1,L,Y,N,Accountant,8012,2,Yes,15,2,L,5,Y,1,2,7,1,5,59
49665,26,Human Resources,6,1,3,Female,3,1,1,L,N,N,Human Resources,2942,1,No,23,4,L,8,N,3,8,7,5,7,39
49734,40,Research & Development,16,2,1,Male,3,2,1,H,N,Y,Research and Design Specialists,3319,1,No,17,1,L,9,Y,3,9,8,4,7,58
49816,41,Human Resources,8,4,2,Male,2,5,2,H,N,Y,Manager,19141,7,No,15,2,L,23,Y,2,21,6,12,6,61
49902,41,Research & Development,14,3,4,Male,3,1,2,L,Y,Y,Research and Design Specialists,2782,7,No,22,1,L,12,Y,3,5,3,1,0,57
49940,23,Sales,24,3,3,Male,3,1,2,L,Y,N,Sales Representative,2275,8,Yes,21,2,L,3,N,3,3,2,0,2,44
50036,38,Production,15,2,4,Female,2,1,2,L,N,Y,Machinists,3702,5,No,11,2,H,5,Y,3,5,4,0,4,52
50037,35,Research & Development,20,3,4,Male,3,3,1,H,N,Y,Customercare Representative,7632,4,Yes,12,3,L,10,Y,3,8,7,0,0,55
50038,25,Sales,25,3,3,Male,2,2,2,H,N,Y,Sales Executive,5744,1,Yes,11,4,H,6,N,3,6,4,0,3,69
50095,34,Research & Development,9,3,4,Male,2,2,4,H,N,Y,Customercare Representative,5343,7,No,20,3,H,14,Y,3,13,9,4,9,79
50176,28,Research & Development,14,3,3,Female,3,1,2,H,Y,Y,Research and Design Specialists,2377,2,No,18,2,L,6,Y,3,2,2,2,2,54
50266,34,Production,21,3,1,Male,1,2,2,L,N,Y,Machinists,6074,1,Yes,24,4,L,9,N,3,9,7,0,6,32
50294,41,Sales,9,3,3,Female,3,2,2,L,N,Y,Sales Executive,4103,3,No,17,4,L,10,Y,3,9,3,1,7,62
50366,28,Finance,7,4,1,Male,2,2,1,H,N,Y,Accountant,9022,8,Yes,16,3,L,10,N,3,7,5,3,6,30
50380,25,Sales,3,1,3,Male,1,1,2,L,N,N,Sales Representative,1118,6,Yes,14,4,L,1,Y,3,1,0,1,0,50
50384,49,Research & Development,24,4,4,Male,3,2,2,H,N,Y,Manufacturing Director,6804,1,Yes,15,1,L,7,Y,3,7,7,1,7,59
50405,40,Finance,8,4,1,Male,2,2,1,L,N,Y,Accountant,9255,7,No,15,2,H,9,Y,3,8,4,1,6,35
50441,38,Finance,25,4,2,Male,3,3,1,L,N,Y,Accountant,8686,6,No,16,4,H,5,Y,1,7,3,2,6,39
50458,40,Sales,17,3,3,Male,3,2,4,L,Y,Y,Sales Executive,8396,3,No,14,2,L,8,Y,2,7,7,7,5,65
